Mkt-RF_percent,SMB_percent,HML_percent,RMW_percent,CMA_percent,RF_percent,Mkt-RF,SMB,HML,RMW,CMA,RF
-0.15,-0.37,0.11,0.55,-0.34,0.002,-0.0015,-0.0037,0.0011,0.0055,-0.0034,0.00002
-0.11,-0.72,0.26,-0.29,-0.45,0.002,-0.0011,-0.0072,0.0026,-0.0029,-0.0045,0.00002
0.15,-0.08,-0.92,0.35,-0.21,0.002,0.0015,-0.0008,-0.0092,0.0035,-0.0021,0.00002
0.22,0.84,-0.34,-0.38,-0.11,0.002,0.0022,0.0084,-0.0034,-0.0038,-0.0011,0.00002
-0.42,-1.34,0.2,-0.03,-0.16,0.002,-0.0042,-0.0134,0.002,-0.0003,-0.0016,0.00002
1.47,0.54,0.72,-0.4,0.55,0.001,0.0147,0.0054,0.0072,-0.004,0.0055,0.00001
-0.7,-0.56,-0.89,0.57,-0.47,0.001,-0.007,-0.0056,-0.0089,0.0057,-0.0047,0.00001
0.09,-0.17,0.15,-0.02,-0.08,0.001,0.0009,-0.0017,0.0015,-0.0002,-0.0008,0.00001
-0.38,-0.41,-0.1,-0.06,0,0.001,-0.0038,-0.0041,-0.001,-0.0006,0,0.00001
-0.36,-0.35,-0.05,0.12,-0.24,0.001,-0.0036,-0.0035,-0.0005,0.0012,-0.0024,0.00001
-0.19,-0.17,-0.82,0.53,-0.72,0.001,-0.0019,-0.0017,-0.0082,0.0053,-0.0072,0.00001
0.04,-0.52,-0.28,-0.6,-0.16,0.001,0.0004,-0.0052,-0.0028,-0.006,-0.0016,0.00001
0.34,0.05,-0.39,0.27,0.02,0.001,0.0034,0.0005,-0.0039,0.0027,0.0002,0.00001
0.13,0.33,-0.02,-0.11,0.05,0.001,0.0013,0.0033,-0.0002,-0.0011,0.0005,0.00001
-0.36,-0.22,0.02,0.51,-0.24,0.001,-0.0036,-0.0022,0.0002,0.0051,-0.0024,0.00001
0.86,0.71,-0.41,-0.16,0.55,0.001,0.0086,0.0071,-0.0041,-0.0016,0.0055,0.00001
-0.06,0.44,0.24,-0.08,-0.37,0.001,-0.0006,0.0044,0.0024,-0.0008,-0.0037,0.00001
-0.08,0.56,-0.26,0.19,-0.03,0.001,-0.0008,0.0056,-0.0026,0.0019,-0.0003,0.00001
-0.25,-0.16,-0.75,-0.18,-0.04,0.001,-0.0025,-0.0016,-0.0075,-0.0018,-0.0004,0.00001
-1.48,-1.41,-0.69,0.77,0.29,0.001,-0.0148,-0.0141,-0.0069,0.0077,0.0029,0.00001
0.16,-0.33,-0.54,0.18,-0.12,0.001,0.0016,-0.0033,-0.0054,0.0018,-0.0012,0.00001
-0.03,0.74,0.46,-0.01,0.19,0.001,-0.0003,0.0074,0.0046,-0.0001,0.0019,0.00001
-0.05,0.11,-0.24,-0.28,-0.32,0.001,-0.0005,0.0011,-0.0024,-0.0028,-0.0032,0.00001
-0.05,0.47,-0.52,-0.23,-0.28,0.001,-0.0005,0.0047,-0.0052,-0.0023,-0.0028,0.00001
0.72,-0.06,0.71,0.01,0.38,0.001,0.0072,-0.0006,0.0071,0.0001,0.0038,0.00001
0.18,0.32,-0.07,-0.34,0.13,0.001,0.0018,0.0032,-0.0007,-0.0034,0.0013,0.00001
0.36,0.4,0.93,-0.12,-0.14,0.001,0.0036,0.004,0.0093,-0.0012,-0.0014,0.00001
-0.16,0.55,-0.3,0.1,0.08,0.001,-0.0016,0.0055,-0.003,0.001,0.0008,0.00001
-0.28,-1.15,-0.11,-0.17,-0.08,0.003,-0.0028,-0.0115,-0.0011,-0.0017,-0.0008,0.00003
0.05,-0.24,0.31,-0.12,0.16,0.003,0.0005,-0.0024,0.0031,-0.0012,0.0016,0.00003
-0.44,-0.83,-0.3,0.4,-0.08,0.003,-0.0044,-0.0083,-0.003,0.004,-0.0008,0.00003
0.32,0.75,0.49,-0.13,0.36,0.003,0.0032,0.0075,0.0049,-0.0013,0.0036,0.00003
-0.08,0.08,-0.26,0.03,-0.03,0.003,-0.0008,0.0008,-0.0026,0.0003,-0.0003,0.00003
0.08,0.15,0.1,0.17,0.48,0.003,0.0008,0.0015,0.001,0.0017,0.0048,0.00003
-0.05,0.8,0.25,0.2,0.19,0.003,-0.0005,0.008,0.0025,0.002,0.0019,0.00003
-0.49,-0.94,-0.52,-0.08,-0.54,0.003,-0.0049,-0.0094,-0.0052,-0.0008,-0.0054,0.00003
-0.75,-0.33,-0.79,0.03,-0.35,0.003,-0.0075,-0.0033,-0.0079,0.0003,-0.0035,0.00003
0.89,0.29,0.22,0.09,-0.14,0.003,0.0089,0.0029,0.0022,0.0009,-0.0014,0.00003
-0.25,0.3,-0.16,0.34,0.11,0.003,-0.0025,0.003,-0.0016,0.0034,0.0011,0.00003
-0.08,0.56,-0.38,0.45,-0.84,0.003,-0.0008,0.0056,-0.0038,0.0045,-0.0084,0.00003
0.83,0.58,0.27,0.3,-0.19,0.003,0.0083,0.0058,0.0027,0.003,-0.0019,0.00003
-0.28,0.05,-0.13,0.35,-0.21,0.003,-0.0028,0.0005,-0.0013,0.0035,-0.0021,0.00003
1.18,0.27,0.52,-0.01,0.14,0.003,0.0118,0.0027,0.0052,-0.0001,0.0014,0.00003
0.66,0.39,-0.05,-0.38,0.29,0.003,0.0066,0.0039,-0.0005,-0.0038,0.0029,0.00003
0.04,0.75,0.32,0.23,0.01,0.003,0.0004,0.0075,0.0032,0.0023,0.0001,0.00003
0.05,-0.21,-0.96,0.23,-0.59,0.003,0.0005,-0.0021,-0.0096,0.0023,-0.0059,0.00003
-0.3,-0.74,-0.59,0.02,-0.21,0.003,-0.003,-0.0074,-0.0059,0.0002,-0.0021,0.00003
0.21,0.25,-0.13,-0.16,-0.51,0.003,0.0021,0.0025,-0.0013,-0.0016,-0.0051,0.00003
0.03,-0.46,-0.21,0.43,-0.34,0.003,0.0003,-0.0046,-0.0021,0.0043,-0.0034,0.00003
-0.19,-0.52,0.2,-0.04,0.11,0.003,-0.0019,-0.0052,0.002,-0.0004,0.0011,0.00003
0.02,-0.11,-0.35,0.47,-0.71,0.003,0.0002,-0.0011,-0.0035,0.0047,-0.0071,0.00003
0.46,0.09,0.04,-0.27,0.64,0.003,0.0046,0.0009,0.0004,-0.0027,0.0064,0.00003
-0.04,-0.23,0.29,0.01,0.02,0.003,-0.0004,-0.0023,0.0029,0.0001,0.0002,0.00003
-0.05,0.39,-0.79,0.38,-0.36,0.003,-0.0005,0.0039,-0.0079,0.0038,-0.0036,0.00003
0.21,0.25,0.01,-0.33,0.35,0.003,0.0021,0.0025,0.0001,-0.0033,0.0035,0.00003
-0.26,-0.4,-0.14,-0.33,-0.02,0.003,-0.0026,-0.004,-0.0014,-0.0033,-0.0002,0.00003
-0.18,-0.38,-0.62,-0.27,-0.33,0.003,-0.0018,-0.0038,-0.0062,-0.0027,-0.0033,0.00003
0.53,0.26,0.19,-0.33,0.03,0.003,0.0053,0.0026,0.0019,-0.0033,0.0003,0.00003
-0.03,0.11,-0.09,-0.22,-0.14,0.003,-0.0003,0.0011,-0.0009,-0.0022,-0.0014,0.00003
-1.97,-0.98,-0.53,0.51,0.3,0.003,-0.0197,-0.0098,-0.0053,0.0051,0.003,0.00003
0.4,-0.01,-0.4,-0.32,-0.6,0.003,0.004,-0.0001,-0.004,-0.0032,-0.006,0.00003
0.7,-0.32,0.41,-0.09,0.77,0.003,0.007,-0.0032,0.0041,-0.0009,0.0077,0.00003
0.56,0.25,-0.31,0.03,-0.33,0.003,0.0056,0.0025,-0.0031,0.0003,-0.0033,0.00003
0.18,-0.01,0.61,-0.24,0.09,0.003,0.0018,-0.0001,0.0061,-0.0024,0.0009,0.00003
0.24,-0.22,-0.49,0.18,-0.31,0.003,0.0024,-0.0022,-0.0049,0.0018,-0.0031,0.00003
0.42,-0.35,-0.77,0.67,-0.62,0.003,0.0042,-0.0035,-0.0077,0.0067,-0.0062,0.00003
0.06,-0.02,0.09,0.2,0.15,0.003,0.0006,-0.0002,0.0009,0.002,0.0015,0.00003
-0.19,-0.54,-0.32,0.67,-0.01,0.003,-0.0019,-0.0054,-0.0032,0.0067,-0.0001,0.00003
-0.02,-0.05,-0.56,0.32,-0.08,0.003,-0.0002,-0.0005,-0.0056,0.0032,-0.0008,0.00003
0.95,1,0.04,-0.22,0.04,0.003,0.0095,0.01,0.0004,-0.0022,0.0004,0.00003
0.35,0.41,-0.8,0.3,-0.49,0.003,0.0035,0.0041,-0.008,0.003,-0.0049,0.00003
-0.17,-0.46,0,-0.2,0.02,0.003,-0.0017,-0.0046,0,-0.002,0.0002,0.00003
-0.28,0.1,-0.07,-0.57,0.35,0.003,-0.0028,0.001,-0.0007,-0.0057,0.0035,0.00003
0.15,-0.13,0.02,0.56,-0.68,0.003,0.0015,-0.0013,0.0002,0.0056,-0.0068,0.00003
0.18,1.2,0.92,-0.68,-0.03,0.003,0.0018,0.012,0.0092,-0.0068,-0.0003,0.00003
-0.12,0.28,2.39,-0.22,1.12,0.003,-0.0012,0.0028,0.0239,-0.0022,0.0112,0.00003
-0.11,-0.19,0.35,0.01,0.61,0.003,-0.0011,-0.0019,0.0035,0.0001,0.0061,0.00003
0.55,0.06,-0.14,-0.28,-0.09,0.003,0.0055,0.0006,-0.0014,-0.0028,-0.0009,0.00003
-0.17,-0.54,-0.55,0.18,-0.51,0.003,-0.0017,-0.0054,-0.0055,0.0018,-0.0051,0.00003
-0.3,-0.3,-0.12,0.04,-0.07,0.003,-0.003,-0.003,-0.0012,0.0004,-0.0007,0.00003
-0.03,-0.25,-0.18,-0.55,0.14,0.003,-0.0003,-0.0025,-0.0018,-0.0055,0.0014,0.00003
0.86,0.11,-0.75,0.01,-0.08,0.003,0.0086,0.0011,-0.0075,0.0001,-0.0008,0.00003
-0.73,-0.44,-0.51,-0.2,-0.25,0.003,-0.0073,-0.0044,-0.0051,-0.002,-0.0025,0.00003
-0.07,-0.22,-1.69,-0.12,-1.15,0.003,-0.0007,-0.0022,-0.0169,-0.0012,-0.0115,0.00003
0.02,0.46,-0.42,-0.1,-0.05,0.003,0.0002,0.0046,-0.0042,-0.001,-0.0005,0.00003
0.24,0.74,-0.5,-0.39,0.04,0.003,0.0024,0.0074,-0.005,-0.0039,0.0004,0.00003
0.04,0.07,0.69,0.25,0.19,0.003,0.0004,0.0007,0.0069,0.0025,0.0019,0.00003
-0.85,-0.21,1.33,0.35,0.33,0.003,-0.0085,-0.0021,0.0133,0.0035,0.0033,0.00003
1.02,0.8,0.21,-0.14,-0.08,0.003,0.0102,0.008,0.0021,-0.0014,-0.0008,0.00003
-0.83,0.08,1.38,-0.24,0.35,0.003,-0.0083,0.0008,0.0138,-0.0024,0.0035,0.00003
0.14,-0.1,-0.24,0.21,0.29,0.003,0.0014,-0.001,-0.0024,0.0021,0.0029,0.00003
0.24,0.46,1.21,-0.53,0.65,0.004,0.0024,0.0046,0.0121,-0.0053,0.0065,0.00004
0.12,-0.71,-0.57,0.14,-0.69,0.004,0.0012,-0.0071,-0.0057,0.0014,-0.0069,0.00004
-0.95,-0.45,0.12,0.21,-0.03,0.004,-0.0095,-0.0045,0.0012,0.0021,-0.0003,0.00004
0.7,0.4,-0.41,0.22,-0.52,0.004,0.007,0.004,-0.0041,0.0022,-0.0052,0.00004
0.05,-0.44,-0.09,-0.12,-0.11,0.004,0.0005,-0.0044,-0.0009,-0.0012,-0.0011,0.00004
0,0.31,-0.53,-0.31,0.15,0.004,0,0.0031,-0.0053,-0.0031,0.0015,0.00004
0.72,0.06,-0.53,0.11,-0.23,0.004,0.0072,0.0006,-0.0053,0.0011,-0.0023,0.00004
0.17,-0.01,0.36,0.03,0.2,0.004,0.0017,-0.0001,0.0036,0.0003,0.002,0.00004
0.42,-0.22,-0.51,0.18,0.03,0.004,0.0042,-0.0022,-0.0051,0.0018,0.0003,0.00004
0,0.22,0.13,0.19,0.07,0.004,0,0.0022,0.0013,0.0019,0.0007,0.00004
0.04,-0.38,-0.33,-0.1,-0.41,0.004,0.0004,-0.0038,-0.0033,-0.001,-0.0041,0.00004
0.59,0.48,0.03,-0.24,0.13,0.004,0.0059,0.0048,0.0003,-0.0024,0.0013,0.00004
-0.01,0.05,-0.01,0.1,-0.23,0.004,-0.0001,0.0005,-0.0001,0.001,-0.0023,0.00004
-0.08,-0.44,-0.28,0.04,-0.28,0.004,-0.0008,-0.0044,-0.0028,0.0004,-0.0028,0.00004
-0.03,0.12,-0.2,-0.2,-0.38,0.004,-0.0003,0.0012,-0.002,-0.002,-0.0038,0.00004
0.38,0.44,0.92,-0.18,0.7,0.004,0.0038,0.0044,0.0092,-0.0018,0.007,0.00004
-0.06,-0.46,-0.7,-0.18,0.04,0.004,-0.0006,-0.0046,-0.007,-0.0018,0.0004,0.00004
-0.14,-0.64,0.45,0.25,0.42,0.004,-0.0014,-0.0064,0.0045,0.0025,0.0042,0.00004
-0.17,-0.08,0.24,-0.2,0.18,0.004,-0.0017,-0.0008,0.0024,-0.002,0.0018,0.00004
-0.11,-0.26,0.44,-0.12,0.15,0.004,-0.0011,-0.0026,0.0044,-0.0012,0.0015,0.00004
0.24,-0.18,0.18,0.24,-0.48,0.004,0.0024,-0.0018,0.0018,0.0024,-0.0048,0.00004
-0.08,-1.15,0.15,0.08,-0.35,0.004,-0.0008,-0.0115,0.0015,0.0008,-0.0035,0.00004
-0.21,-0.34,-0.29,0.3,-0.27,0.004,-0.0021,-0.0034,-0.0029,0.003,-0.0027,0.00004
0.25,0.34,0.36,-0.15,0.03,0.004,0.0025,0.0034,0.0036,-0.0015,0.0003,0.00004
0.16,-0.1,-0.61,0.29,-0.37,0.004,0.0016,-0.001,-0.0061,0.0029,-0.0037,0.00004
-0.24,-0.1,0.21,-0.32,-0.14,0.004,-0.0024,-0.001,0.0021,-0.0032,-0.0014,0.00004
-0.14,-0.8,-0.1,0.1,0.04,0.004,-0.0014,-0.008,-0.001,0.001,0.0004,0.00004
-1.49,-0.31,0.26,0.25,0.13,0.004,-0.0149,-0.0031,0.0026,0.0025,0.0013,0.00004
0.2,0.17,-0.88,0.38,-0.12,0.004,0.002,0.0017,-0.0088,0.0038,-0.0012,0.00004
1.03,0.28,0.06,0,-0.45,0.004,0.0103,0.0028,0.0006,0,-0.0045,0.00004
-0.11,-0.86,-0.04,-0.15,-0.25,0.004,-0.0011,-0.0086,-0.0004,-0.0015,-0.0025,0.00004
0.18,-0.15,-0.45,0.32,-0.13,0.004,0.0018,-0.0015,-0.0045,0.0032,-0.0013,0.00004
-1.59,-0.16,-0.15,-0.03,0.13,0.004,-0.0159,-0.0016,-0.0015,-0.0003,0.0013,0.00004
-0.15,0.14,0.21,-0.27,-0.01,0.004,-0.0015,0.0014,0.0021,-0.0027,-0.0001,0.00004
0.06,-0.29,-0.22,0.17,-0.09,0.004,0.0006,-0.0029,-0.0022,0.0017,-0.0009,0.00004
1.06,-0.02,-0.25,-0.2,0.11,0.004,0.0106,-0.0002,-0.0025,-0.002,0.0011,0.00004
-0.32,0.14,0.4,-0.48,0.09,0.004,-0.0032,0.0014,0.004,-0.0048,0.0009,0.00004
-0.14,0.58,0.18,-0.47,0.09,0.004,-0.0014,0.0058,0.0018,-0.0047,0.0009,0.00004
0.18,0.18,0.58,0.16,0.26,0.004,0.0018,0.0018,0.0058,0.0016,0.0026,0.00004
0.08,0.32,-0.74,0.21,-0.19,0.004,0.0008,0.0032,-0.0074,0.0021,-0.0019,0.00004
0.1,0.09,-0.39,0.03,0.1,0.004,0.001,0.0009,-0.0039,0.0003,0.001,0.00004
0.53,0.01,-0.32,0.1,-0.46,0.004,0.0053,0.0001,-0.0032,0.001,-0.0046,0.00004
0.62,0.39,-0.42,-0.29,-0.1,0.004,0.0062,0.0039,-0.0042,-0.0029,-0.001,0.00004
0.27,0.44,0.44,-0.06,0.35,0.005,0.0027,0.0044,0.0044,-0.0006,0.0035,0.00005
-0.81,-0.01,-0.95,-0.07,0.54,0.005,-0.0081,-0.0001,-0.0095,-0.0007,0.0054,0.00005
0.28,-0.02,0.13,-0.32,0.09,0.005,0.0028,-0.0002,0.0013,-0.0032,0.0009,0.00005
-0.07,0.02,-0.93,0.01,0.08,0.005,-0.0007,0.0002,-0.0093,0.0001,0.0008,0.00005
-0.16,0.12,0.36,0.25,-0.14,0.005,-0.0016,0.0012,0.0036,0.0025,-0.0014,0.00005
1.08,-0.08,0.63,-0.33,-0.11,0.005,0.0108,-0.0008,0.0063,-0.0033,-0.0011,0.00005
0.43,0.35,0.71,0.11,0.18,0.005,0.0043,0.0035,0.0071,0.0011,0.0018,0.00005
0.11,0.31,0.36,-0.33,0.09,0.005,0.0011,0.0031,0.0036,-0.0033,0.0009,0.00005
-0.12,-0.05,-0.07,-0.32,0.23,0.005,-0.0012,-0.0005,-0.0007,-0.0032,0.0023,0.00005
0.19,0.24,0.12,0.3,0,0.005,0.0019,0.0024,0.0012,0.003,0,0.00005
0.24,0.41,0.2,-0.47,0.21,0.005,0.0024,0.0041,0.002,-0.0047,0.0021,0.00005
0.15,-0.21,0.35,0.02,0.07,0.005,0.0015,-0.0021,0.0035,0.0002,0.0007,0.00005
0.16,0.29,0.52,-0.18,0.31,0.005,0.0016,0.0029,0.0052,-0.0018,0.0031,0.00005
-0.28,0.17,0.37,-0.02,-0.08,0.005,-0.0028,0.0017,0.0037,-0.0002,-0.0008,0.00005
0.12,0.43,0.12,0.36,0.28,0.005,0.0012,0.0043,0.0012,0.0036,0.0028,0.00005
-0.25,0.35,0.63,-0.26,0.65,0.005,-0.0025,0.0035,0.0063,-0.0026,0.0065,0.00005
0.05,0.45,0.13,0.59,-0.12,0.005,0.0005,0.0045,0.0013,0.0059,-0.0012,0.00005
0.63,1.41,0.17,-0.25,-0.53,0.005,0.0063,0.0141,0.0017,-0.0025,-0.0053,0.00005
0.13,0.15,-0.07,-0.11,-0.2,0.005,0.0013,0.0015,-0.0007,-0.0011,-0.002,0.00005
0.35,-0.12,-0.28,-0.06,-0.35,0.005,0.0035,-0.0012,-0.0028,-0.0006,-0.0035,0.00005
0.5,0.87,0.16,-0.19,0.26,0.004,0.005,0.0087,0.0016,-0.0019,0.0026,0.00004
0.26,-0.03,-0.02,-0.04,-0.1,0.004,0.0026,-0.0003,-0.0002,-0.0004,-0.001,0.00004
0.05,-0.35,-0.45,-0.11,0,0.004,0.0005,-0.0035,-0.0045,-0.0011,0,0.00004
0.55,-0.31,0.35,-0.28,-0.17,0.004,0.0055,-0.0031,0.0035,-0.0028,-0.0017,0.00004
-0.08,-0.1,-0.25,0.18,-0.36,0.004,-0.0008,-0.001,-0.0025,0.0018,-0.0036,0.00004
-0.22,-0.3,-0.05,0.1,-0.18,0.004,-0.0022,-0.003,-0.0005,0.001,-0.0018,0.00004
0.24,0.01,0.41,0.09,0.08,0.004,0.0024,0.0001,0.0041,0.0009,0.0008,0.00004
0.16,-0.26,-0.22,-0.1,-0.07,0.004,0.0016,-0.0026,-0.0022,-0.001,-0.0007,0.00004
-0.18,-0.1,-0.51,0.18,0.11,0.004,-0.0018,-0.001,-0.0051,0.0018,0.0011,0.00004
0.04,-0.27,0.11,0.19,-0.01,0.004,0.0004,-0.0027,0.0011,0.0019,-0.0001,0.00004
0.17,-0.27,0.37,0,-0.08,0.004,0.0017,-0.0027,0.0037,0,-0.0008,0.00004
0.01,-0.34,-0.27,0.35,-0.18,0.004,0.0001,-0.0034,-0.0027,0.0035,-0.0018,0.00004
0.14,0.35,0.21,0.36,-0.14,0.004,0.0014,0.0035,0.0021,0.0036,-0.0014,0.00004
0.02,-0.34,0.17,0.12,0.04,0.004,0.0002,-0.0034,0.0017,0.0012,0.0004,0.00004
0.57,0.02,0.28,0.12,0.04,0.004,0.0057,0.0002,0.0028,0.0012,0.0004,0.00004
-0.45,-0.38,0.12,0.27,-0.25,0.004,-0.0045,-0.0038,0.0012,0.0027,-0.0025,0.00004
0.2,-0.1,0.47,0.02,-0.15,0.004,0.002,-0.001,0.0047,0.0002,-0.0015,0.00004
-0.51,0.01,0.11,0.23,-0.42,0.004,-0.0051,0.0001,0.0011,0.0023,-0.0042,0.00004
0.2,0.07,0.23,0.19,-0.16,0.004,0.002,0.0007,0.0023,0.0019,-0.0016,0.00004
0.82,-0.08,-1.02,0.14,-1.32,0.004,0.0082,-0.0008,-0.0102,0.0014,-0.0132,0.00004
-0.46,-0.76,-0.06,-0.58,-0.43,0.004,-0.0046,-0.0076,-0.0006,-0.0058,-0.0043,0.00004
0.23,0.75,-0.22,-0.17,0.22,0.004,0.0023,0.0075,-0.0022,-0.0017,0.0022,0.00004
0.05,-0.8,0.15,-0.09,-0.07,0.004,0.0005,-0.008,0.0015,-0.0009,-0.0007,0.00004
0.06,-0.01,0.49,-0.23,0.34,0.004,0.0006,-0.0001,0.0049,-0.0023,0.0034,0.00004
0.31,-0.53,-0.7,-0.16,-0.17,0.004,0.0031,-0.0053,-0.007,-0.0016,-0.0017,0.00004
0.06,0.16,0.19,-0.62,0.03,0.004,0.0006,0.0016,0.0019,-0.0062,0.0003,0.00004
-0.2,-1.41,-0.37,0.41,-0.03,0.004,-0.002,-0.0141,-0.0037,0.0041,-0.0003,0.00004
0.12,-0.03,-0.62,0.6,-0.01,0.004,0.0012,-0.0003,-0.0062,0.006,-0.0001,0.00004
-0.41,0,0.22,-0.01,0.1,0.004,-0.0041,0,0.0022,-0.0001,0.001,0.00004
0.01,0.05,-0.38,0.2,0.15,0.004,0.0001,0.0005,-0.0038,0.002,0.0015,0.00004
0.09,-0.3,0.02,0.07,-0.74,0.004,0.0009,-0.003,0.0002,0.0007,-0.0074,0.00004
-0.22,-0.08,0,0.95,-0.4,0.004,-0.0022,-0.0008,0,0.0095,-0.004,0.00004
-0.52,0.04,0.24,-0.08,0.15,0.004,-0.0052,0.0004,0.0024,-0.0008,0.0015,0.00004
1.01,0.78,-0.52,0.52,0.32,0.004,0.0101,0.0078,-0.0052,0.0052,0.0032,0.00004
-0.14,0.73,0.29,-0.16,0.35,0.004,-0.0014,0.0073,0.0029,-0.0016,0.0035,0.00004
0.21,0.62,0,0.27,-0.01,0.004,0.0021,0.0062,0,0.0027,-0.0001,0.00004
0.67,0.35,-0.35,0.04,-0.62,0.004,0.0067,0.0035,-0.0035,0.0004,-0.0062,0.00004
-0.05,0.09,-0.03,-0.26,0.16,0.004,-0.0005,0.0009,-0.0003,-0.0026,0.0016,0.00004
0.21,0.01,-0.45,0.04,-0.09,0.004,0.0021,0.0001,-0.0045,0.0004,-0.0009,0.00004
-0.06,-0.32,0.03,0.59,-0.1,0.004,-0.0006,-0.0032,0.0003,0.0059,-0.001,0.00004
1.06,0.57,0.86,0.32,0.03,0.004,0.0106,0.0057,0.0086,0.0032,0.0003,0.00004
0.02,0.3,1.44,0.81,0.6,0.004,0.0002,0.003,0.0144,0.0081,0.006,0.00004
0.82,-0.6,-0.51,-0.19,0.02,0.004,0.0082,-0.006,-0.0051,-0.0019,0.0002,0.00004
-0.22,-0.33,0.37,-0.43,0.33,0.004,-0.0022,-0.0033,0.0037,-0.0043,0.0033,0.00004
-0.1,-0.14,1.23,1,0.57,0.004,-0.001,-0.0014,0.0123,0.01,0.0057,0.00004
-0.43,-0.45,-0.24,0.18,-0.11,0.004,-0.0043,-0.0045,-0.0024,0.0018,-0.0011,0.00004
-0.09,-0.52,-0.52,0.42,-0.5,0.004,-0.0009,-0.0052,-0.0052,0.0042,-0.005,0.00004
0.42,0.28,-0.17,-0.27,0.07,0.004,0.0042,0.0028,-0.0017,-0.0027,0.0007,0.00004
0.51,-0.42,-0.13,-0.08,0.07,0.004,0.0051,-0.0042,-0.0013,-0.0008,0.0007,0.00004
0.26,-0.41,-0.14,-0.08,0.07,0.004,0.0026,-0.0041,-0.0014,-0.0008,0.0007,0.00004
0.07,-0.47,0.52,0.03,0.1,0.004,0.0007,-0.0047,0.0052,0.0003,0.001,0.00004
0.02,0.62,-0.88,0.27,-0.07,0.004,0.0002,0.0062,-0.0088,0.0027,-0.0007,0.00004
-0.47,-0.75,-0.21,-0.15,-0.12,0.004,-0.0047,-0.0075,-0.0021,-0.0015,-0.0012,0.00004
0.92,0.68,0.03,0.4,-0.51,0.004,0.0092,0.0068,0.0003,0.004,-0.0051,0.00004
0.67,0.82,0.26,0.26,0.16,0.004,0.0067,0.0082,0.0026,0.0026,0.0016,0.00004
-0.3,-0.34,-0.26,0.26,0.38,0.004,-0.003,-0.0034,-0.0026,0.0026,0.0038,0.00004
0.01,0.38,0.05,-0.17,0.27,0.004,0.0001,0.0038,0.0005,-0.0017,0.0027,0.00004
0.24,0.32,0.63,-0.75,0.32,0.004,0.0024,0.0032,0.0063,-0.0075,0.0032,0.00004
-0.07,-0.21,-0.2,-0.13,0.2,0.004,-0.0007,-0.0021,-0.002,-0.0013,0.002,0.00004
-0.07,0.32,-0.06,-0.17,0.57,0.004,-0.0007,0.0032,-0.0006,-0.0017,0.0057,0.00004
0.05,-0.16,-0.19,0.08,-0.12,0.004,0.0005,-0.0016,-0.0019,0.0008,-0.0012,0.00004
0.22,0.09,0.04,-0.15,-0.2,0.004,0.0022,0.0009,0.0004,-0.0015,-0.002,0.00004
-0.57,-0.3,0.02,0.17,0.15,0.004,-0.0057,-0.003,0.0002,0.0017,0.0015,0.00004
0.85,0.31,-0.22,-0.45,0.22,0.005,0.0085,0.0031,-0.0022,-0.0045,0.0022,0.00005
0.59,-0.48,-0.21,-0.75,-0.08,0.005,0.0059,-0.0048,-0.0021,-0.0075,-0.0008,0.00005
0.42,-0.23,0.24,-0.04,0.3,0.005,0.0042,-0.0023,0.0024,-0.0004,0.003,0.00005
0.66,-0.36,-0.27,0.39,-0.36,0.005,0.0066,-0.0036,-0.0027,0.0039,-0.0036,0.00005
0.19,-0.21,0.07,-0.1,0.04,0.005,0.0019,-0.0021,0.0007,-0.001,0.0004,0.00005
0.15,-0.37,-0.02,-0.15,-0.06,0.005,0.0015,-0.0037,-0.0002,-0.0015,-0.0006,0.00005
-0.07,0.14,0.58,-0.34,0,0.005,-0.0007,0.0014,0.0058,-0.0034,0,0.00005
0.87,1.14,0.29,-0.11,0.47,0.005,0.0087,0.0114,0.0029,-0.0011,0.0047,0.00005
0.66,-0.32,0.17,-0.11,0.15,0.005,0.0066,-0.0032,0.0017,-0.0011,0.0015,0.00005
-0.49,-1.01,-0.02,0.39,-0.33,0.005,-0.0049,-0.0101,-0.0002,0.0039,-0.0033,0.00005
0.95,-0.07,-0.15,-0.08,-0.03,0.005,0.0095,-0.0007,-0.0015,-0.0008,-0.0003,0.00005
-0.18,-0.45,-0.25,0.27,-0.29,0.005,-0.0018,-0.0045,-0.0025,0.0027,-0.0029,0.00005
0.57,0.94,-0.07,0.1,0.14,0.005,0.0057,0.0094,-0.0007,0.001,0.0014,0.00005
0.77,-0.34,-0.14,-0.52,0.19,0.005,0.0077,-0.0034,-0.0014,-0.0052,0.0019,0.00005
0.22,0.07,-0.33,-0.28,-0.25,0.005,0.0022,0.0007,-0.0033,-0.0028,-0.0025,0.00005
-0.13,-0.7,0.39,0.01,0.14,0.005,-0.0013,-0.007,0.0039,0.0001,0.0014,0.00005
0.07,0.12,-0.49,0.13,-0.17,0.005,0.0007,0.0012,-0.0049,0.0013,-0.0017,0.00005
1.11,-0.64,-0.5,0.38,-0.18,0.005,0.0111,-0.0064,-0.005,0.0038,-0.0018,0.00005
-0.62,-0.02,-0.26,0.18,-0.29,0.005,-0.0062,-0.0002,-0.0026,0.0018,-0.0029,0.00005
-1.06,0.1,-0.17,0.34,-0.33,0.005,-0.0106,0.001,-0.0017,0.0034,-0.0033,0.00005
-0.07,-0.66,0.06,0.22,-0.08,0.005,-0.0007,-0.0066,0.0006,0.0022,-0.0008,0.00005
